"시군구별","용도지역및이용현황별","항목","단위","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월",
"광산구","주거용(대)","지가변동률[%]","%",".135",".233",".112",".21",".203",".177",".288",".205",".02",".034",".015",
"광산구","상업용(대)","지가변동률[%]","%",".302",".302",".318",".445",".209",".189",".139",".117",".113","-.04","-.002",
"광산구","임야","지가변동률[%]","%",".202",".407",".235",".372",".334",".274",".147",".239",".173","-.004","-.011",
"광산구","공장용지","지가변동률[%]","%",".448",".389",".351",".464",".465",".392",".094",".184",".145","-.019","-.029",
"대전광역시","평균","지가변동률[%]","%",".338",".338",".348",".347",".316",".309",".235",".144",".032","-.102","-.101",
"대전광역시","주거지역","지가변동률[%]","%",".354",".344",".333",".374",".306",".322",".237",".102",".019","-.253","-.187",
"대전광역시","상업지역","지가변동률[%]","%",".378",".499",".43",".365",".461",".427",".264",".245",".019","-.054","-.055",
"대전광역시","공업지역","지가변동률[%]","%",".233",".177",".27",".186",".225",".233",".235",".07",".075",".136","-.013",
"대전광역시","녹지지역","지가변동률[%]","%",".298",".247",".355",".313",".262",".203",".203",".207",".068",".225",".092",
"대전광역시","보전관리지역","지가변동률[%]","%",".226",".241",".157",".26",".067",".046",".173",".091","-.019",".134",".08",
"대전광역시","생산관리지역","지가변동률[%]","%",".115",".205",".015",".015",".35",".395",".047",".172",".087",".27","-.01",
"대전광역시","계획관리지역","지가변동률[%]","%",".315",".225",".174",".228",".225",".152",".206",".135",".061",".225","-.061",
"대전광역시","농림지역","지가변동률[%]","%",".434",".155",".163",".035",".202",".072",".093",".129",".04",".248","-.002",
"대전광역시","자연환경보전지역","지가변동률[%]","%",".043",".138",".005",".123",".308",".122",".091",".062",".016","-.206","-.031",
"대전광역시","전","지가변동률[%]","%",".371",".32",".369",".577",".34",".351",".247",".345",".15",".487",".127",
"대전광역시","답","지가변동률[%]","%",".348",".333",".356",".561",".284",".31",".405",".248",".11",".465",".166",
"대전광역시","주거용(대)","지가변동률[%]","%",".338",".351",".328",".365",".329",".318",".2",".091","-.018","-.381","-.169",
"대전광역시","상업용(대)","지가변동률[%]","%",".407",".329",".338",".379",".29",".348",".27",".156",".047","-.09","-.104",
"대전광역시","임야","지가변동률[%]","%",".253",".234",".263",".076",".171",".162",".194",".115",".04",".256",".204",
"대전광역시","공장용지","지가변동률[%]","%",".199",".196",".313",".207",".227",".331",".205",".097",".066",".114","-.025",
"동구","평균","지가변동률[%]","%",".301",".316",".336",".332",".306",".285",".23",".126",".036","-.137","-.172",
"동구","주거지역","지가변동률[%]","%",".315",".319",".346",".328",".327",".304",".225",".131",".029","-.213","-.249",
"동구","상업지역","지가변동률[%]","%",".297",".357",".397",".422",".337",".285",".291",".143",".072","-.028","-.043",
"동구","공업지역","지가변동률[%]","%",".224",".154",".156",".222",".12",".116",".147",".023",".008","-.222","-.022",
"동구","녹지지역","지가변동률[%]","%",".25",".292",".246",".293",".204",".21",".207",".1",".04",".149",".078",
"동구","보전관리지역","지가변동률[%]","%",".187",".134",".408",".159",".053",".093",".121",".08",".019","-.015",".009",
"동구","생산관리지역","지가변동률[%]","%",".244",".335",".104",".104",".083",".104",".116",".069",".022","-.099","-.061",
"동구","계획관리지역","지가변동률[%]","%",".233",".074",".106",".191",".104",".118",".2",".08",".02","-.133","-.046",
"동구","농림지역","지가변동률[%]","%",".265",".226",".241",".132",".096",".096",".119",".032",".033","-.026",".015",
"동구","자연환경보전지역","지가변동률[%]","%",".043",".138",".005",".123",".308",".122",".091",".062",".016","-.206","-.031",
"동구","전","지가변동률[%]","%",".426",".195",".338",".368",".349",".254",".142",".101",".081",".377",".108",
"동구","답","지가변동률[%]","%",".054",".319",".202",".343",".06",".038",".235",".156",".061",".322","-.051",
"동구","주거용(대)","지가변동률[%]","%",".327",".355",".26",".313",".302",".312",".236",".1",".017","-.308","-.324",
"동구","상업용(대)","지가변동률[%]","%",".3",".283",".402",".348",".299",".328",".234",".148",".054","-.086","-.025",
"동구","임야","지가변동률[%]","%",".109",".477",".365",".038",".148",".218",".138",".287",".04",".341",".299",
"동구","공장용지","지가변동률[%]","%",".053",".037",".578",".161",".309",".027",".036",".103",".103","-.021","-.078",
"중구","평균","지가변동률[%]","%",".299",".372",".321",".395",".357",".317",".232",".126",".03","-.17","-.228",
"중구","주거지역","지가변동률[%]","%",".204",".252",".279",".302",".236",".254",".165",".062",".02","-.232","-.333",
"중구","상업지역","지가변동률[%]","%",".662",".824",".527",".737",".806",".565",".461",".228",".002","-.099","-.024",
"중구","녹지지역","지가변동률[%]","%",".126",".16",".099",".254",".142",".16",".164",".442",".214",".271",".259",
"중구","보전관리지역","지가변동률[%]","%",".084",".163",".068",".06",".116",".043",".059",".192",".06","-.006",".45",
"중구","계획관리지역","지가변동률[%]","%",".134",".463",".047",".009",".227",".081",".066",".033",".01","-.044","-.612",
"중구","농림지역","지가변동률[%]","%",".164",".09",".044",".089",".099",".045",".054",".044",".045","-.017","-.167",
"중구","전","지가변동률[%]","%",".167",".182",".122",".28",".14",".187",".193",".509",".258",".5",".44",
"중구","답","지가변동률[%]","%",".126",".253",".162",".241",".154",".16",".254",".628",".112",".314",".44",
"중구","주거용(대)","지가변동률[%]","%",".292",".362",".279",".358",".372",".322",".212",".097","-.001","-.296","-.414",
"중구","상업용(대)","지가변동률[%]","%",".289",".435",".336",".411",".422",".33",".222",".106",".005","-.075","-.094",
"중구","임야","지가변동률[%]","%",".097",".107",".055",".321",".165",".071",".055",".19",".138",".171","1.008",
"중구","공장용지","지가변동률[%]","%",".066",".263",".177",".226",".266",".386",".178",".191",".075",".602","-.079",
"서구","평균","지가변동률[%]","%",".302",".298",".314",".327",".301",".278",".245",".159",".029","-.128","-.09",
"서구","주거지역","지가변동률[%]","%",".337",".266",".287",".409",".264",".298",".279",".144",".027","-.191","-.1",
"서구","상업지역","지가변동률[%]","%",".228",".402",".432",".229",".377",".312",".187",".182",".034","-.116","-.088",
"서구","공업지역","지가변동률[%]","%",".402",".124",".391",".35",".417",".028",".207","0",".386",".326","0",
"서구","녹지지역","지가변동률[%]","%",".265",".262",".221",".089",".353",".104",".186",".199",".027",".248","-.032",
"서구","보전관리지역","지가변동률[%]","%",".303",".329",".058",".39",".056",".024",".243",".058","-.07",".251","0",
"서구","생산관리지역","지가변동률[%]","%",".092",".184","0","0",".396",".445",".035",".191",".098",".34","0",
"서구","계획관리지역","지가변동률[%]","%",".369",".263",".215",".265",".276",".173",".223",".169",".083",".419","0",
"서구","농림지역","지가변동률[%]","%",".501",".134",".141","0",".241",".064",".086",".165",".042",".347","0",
"서구","전","지가변동률[%]","%",".277",".236",".25",".277",".241",".179",".103",".22",".029",".526","0",
"서구","답","지가변동률[%]","%",".265",".221",".322",".174",".214",".251",".328",".219",".062",".416",".004",
"서구","주거용(대)","지가변동률[%]","%",".245",".279",".284",".367",".324",".294",".223",".115",".041","-.292","-.117",
"서구","상업용(대)","지가변동률[%]","%",".443",".233",".298",".473",".201",".363",".297",".185",".032","-.126","-.1",
"서구","임야","지가변동률[%]","%",".266",".067",".24",".069",".195",".147",".089",".099",".012",".438","-.011",
"서구","공장용지","지가변동률[%]","%",".446",".541",".442","0",".535","0",".266",".292","0",".123","0",
"유성구","평균","지가변동률[%]","%",".422",".382",".401",".358",".326",".354",".236",".151",".033","-.028","-.027",
"유성구","주거지역","지가변동률[%]","%",".487",".484",".427",".416",".4",".414",".242",".054",".009","-.338","-.127",
"유성구","상업지역","지가변동률[%]","%",".473",".502",".373",".32",".395",".604",".257",".426","-.019",".086","-.033",
"유성구","공업지역","지가변동률[%]","%",".339",".225",".231",".072",".158",".232",".253",".009",".067",".227","-.06",
"유성구","녹지지역","지가변동률[%]","%",".343",".255",".424",".382",".253",".223",".216",".215",".073",".25",".107",
"유성구","전","지가변동률[%]","%",".421",".388",".419",".743",".328",".417",".313",".433",".194",".559",".124",
"유성구","답","지가변동률[%]","%",".418",".382",".41",".731",".328",".356",".466",".229",".13",".514",".193",
"유성구","주거용(대)","지가변동률[%]","%",".479",".41",".43",".407",".344",".374",".153",".07","-.101","-.544",".001",
"유성구","상업용(대)","지가변동률[%]","%",".476",".402",".401",".299",".337",".368",".284",".153",".077","-.02","-.134",
"유성구","임야","지가변동률[%]","%",".348",".279",".25",".073",".204",".163",".286",".072",".037",".203",".194",
"유성구","공장용지","지가변동률[%]","%",".347",".353",".278",".137",".192",".47",".288","0",".01",".255","-.117",
"대덕구","평균","지가변동률[%]","%",".264",".291",".301",".307",".292",".266",".214",".125",".03","-.165","-.147",
"대덕구","주거지역","지가변동률[%]","%",".359",".398",".302",".344",".266",".296",".23",".118",".006","-.303","-.294",
"대덕구","상업지역","지가변동률[%]","%",".367",".38",".333",".34",".571",".222",".144",".124",".032","-.36","-.062",
"대덕구","공업지역","지가변동률[%]","%",".124",".133",".308",".293",".291",".241",".218",".134",".077",".049",".034",
"대덕구","녹지지역","지가변동률[%]","%",".126",".152",".271",".16",".325",".207",".151",".137",".024",".019",".06",
"대덕구","전","지가변동률[%]","%",".149",".256",".405",".292",".742",".381",".161",".129",".008",".054",".068",
"대덕구","답","지가변동률[%]","%",".218",".18",".116",".198",".298",".306",".174",".291",".039",".108",".099",
"대덕구","주거용(대)","지가변동률[%]","%",".243",".352",".295",".31",".278",".21",".21",".069","-.006","-.318","-.329",
"대덕구","상업용(대)","지가변동률[%]","%",".325",".334",".2",".254",".248",".27",".239",".134",".052","-.261","-.109",
"대덕구","임야","지가변동률[%]","%",".052",".051",".336",".017",".031",".155",".061",".095",".038",".207",".002",
"대덕구","공장용지","지가변동률[%]","%",".116",".106",".319",".257",".241",".264",".166",".157",".1",".017",".041",
"울산광역시","평균","지가변동률[%]","%",".239",".286",".311",".311",".309",".216",".119",".121",".065",".017","-.053",
"울산광역시","주거지역","지가변동률[%]","%",".237",".316",".313",".302",".383",".229",".114",".098",".04","-.118","-.168",
"울산광역시","상업지역","지가변동률[%]","%",".384",".294",".436",".55",".34",".271",".167",".214",".104",".21",".05",
"울산광역시","공업지역","지가변동률[%]","%",".284",".34",".331",".349",".238",".194",".089",".114",".088",".134",".13",
"울산광역시","녹지지역","지가변동률[%]","%",".13",".167",".227",".177",".191",".188",".14",".15",".086",".14","-.004",
"울산광역시","보전관리지역","지가변동률[%]","%",".194",".049",".028",".089",".063",".116",".032",".064",".012",".04","-.011",
"울산광역시","생산관리지역","지가변동률[%]","%",".085",".067",".121",".084",".117",".063",".048",".042",".032",".041","-.037",
"울산광역시","계획관리지역","지가변동률[%]","%",".088",".085",".412",".083",".273",".066",".049",".042",".02",".052","-.008",
"울산광역시","농림지역","지가변동률[%]","%",".099",".093",".099",".084",".05",".08",".047",".023",".057",".041","-.028",
"울산광역시","자연환경보전지역","지가변동률[%]","%",".001",".086",".034",".069",".152",".216",".091",".062",".001",".063","-.013",
"울산광역시","전","지가변동률[%]","%",".128",".187",".242",".164",".313",".26",".157",".18",".081",".164",".022",
"울산광역시","답","지가변동률[%]","%",".177",".189",".289",".183",".183",".184",".171",".136",".116",".119","-.035",
"울산광역시","주거용(대)","지가변동률[%]","%",".176",".258",".282",".285",".289",".22",".106",".116",".022","-.186","-.212",
"울산광역시","상업용(대)","지가변동률[%]","%",".269",".34",".368",".357",".417",".213",".135",".117",".075",".138",".014",
"울산광역시","임야","지가변동률[%]","%",".074",".085",".082",".053",".117",".073",".083",".061",".054",".141","-.002",
"울산광역시","공장용지","지가변동률[%]","%",".303",".391",".334",".337",".223",".189",".103",".126",".075",".139",".138",
"중구","평균","지가변동률[%]","%",".241",".301",".332",".319",".363",".314",".174",".168",".067","-.045","-.094",
